NTD_ID,Agency Name,Reporter Type,Subrecipient Type,Reporting Module,Mode,TOS,Time Period,Time Service Begins,Time Service Ends,Vehicles/Passenger Cars Operated in Maximum Service,Vehicles/Passenger Cars Available for Maximum Service,Trains in Operation,Vehicles/Passenger Cars in Operation,Actual Vehicle/Passenger Car Miles,Actual Vehicle/Passenger Car Revenue Miles,Actual Vehicle/Passenger Car Deadhead Miles,Scheduled Actual Vehicle/Passenger Car Revenue Miles,Actual Vehicle/Passenger Car Hours,Actual Vehicle/Passenger Car Revenue Hours,Actual Vehicle/Passenger Car Deadhead Hours,Charter Service Hours,School Bus Hours,Train Miles,Train Revenue Miles,Train Deadhead Miles,Train Hours,Train Revenue Hours,Train Deadhead Hours,Unlinked Passenger Trips (UPT),ADA UPT,Sponsored Service UPT,Passenger Miles,Days of Service Operated,Days Not Operated Due to Strikes,Strike Comment,Days Not Operated Due to Emergencies,Emergency Comment,Non-Statutory Mixed Traffic,DRM Mixed Traffic ROW
40015,"City of Jackson, MS",Full Reporter,,Urban,MB,PT,Average Typical Saturday,6:30 AM,6:30 PM,,,,9,"1,915","1,630",285,"1,890",122,104,18,,,,,,,,,993,,,"1,888",52,0,,0,,,
40015,"City of Jackson, MS",Full Reporter,,Urban,MB,PT,Average Typical Sunday,,,,,,0,0,0,0,0,0,,,,,,,,,,,0,,,0,0,0,,0,,,
40015,"City of Jackson, MS",Full Reporter,,Urban,MB,PT,Annual Total,,,14,24,,,"770,997","742,612","28,385","807,690","54,794","48,097","6,697",0,0,,,,,,,"515,344",,,"916,196",,,,,,,153.3
40016,City of Ashland,Reduced Reporter,,Urban,DR,DO,Annual Total,,,5,,,,,"70,622",,,,"8,983",,,,,,,,,,"12,510",,0,,,,,,,,
40016,City of Ashland,Reduced Reporter,,Urban,MB,DO,Annual Total,,,5,,,,,"136,940",,,,"10,962",,,,,,,,,,"116,944",,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Weekday,5:20 AM,12:20 AM,,,,43,"6,193","5,347",846,,477,425,52,,,,,,,,,753,,,"5,414",254,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Saturday,5:15 AM,12:20 AM,,,,25,"3,118","2,677",441,,258,230,28,,,,,,,,,345,,,"2,481",52,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Sunday,5:37 AM,9:20 PM,,,,25,"2,678","2,317",361,,201,180,21,,,,,,,,,303,,,"2,179",59,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,DR,PT,Annual Total,,,51,56,,,"1,893,274","1,633,937","259,337",,"146,599","130,573","16,026",0,0,,,,,,,"227,095","215,543",0,"1,632,813",,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:00 AM,3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,3:00 PM,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Weekday,5:20 AM,12:20 AM,,,,52,"6,442","6,140",302,"6,143",674,649,25,,,,,,,,,"14,918",,,"62,059",254,0,,0,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Saturday,5:15 AM,12:20 AM,,,,18,"2,899","2,800",99,"2,800",292,284,8,,,,,,,,,"6,180",,,"27,068",52,0,,0,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Sunday,5:37 AM,9:20 PM,,,,14,"2,225","2,147",78,"2,147",230,224,6,,,,,,,,,"4,309",,,"17,839",59,0,,0,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,MB,DO,Annual Total,,,52,65,,,"1,918,268","1,831,761","86,507","1,832,443","199,981","192,791","7,190",0,0,,,,,,,"4,364,637",,,"18,227,725",,,,,,,186.0
40017,Lexington Transit Authority,Full Reporter,,Urban,VP,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,VP,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,VP,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,VP,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,VP,PT,Average Typical Weekday,6:00 AM,7:00 PM,,,,8,531,531,0,,12,12,0,,,,,,,,,80,,,"3,036",255,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,VP,PT,Average Typical Saturday,6:00 AM,7:00 PM,,,,2,101,101,0,,2,2,0,,,,,,,,,11,,,479,43,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,VP,PT,Average Typical Sunday,6:00 AM,7:00 PM,,,,1,75,75,0,,1,1,0,,,,,,,,,3,,,131,31,,,,,,
40017,Lexington Transit Authority,Full Reporter,,Urban,VP,PT,Annual Total,,,8,8,,,"142,011","142,011",0,,"3,306","3,306",0,,,,,,,,,"20,971",,,"798,788",,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DR,DO,Average Typical Weekday,5:20 AM,6:30 PM,,,,1,45,18,27,,4,2,2,,,,,,,,,7,,,38,143,0,,0,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DR,DO,Average Typical Saturday,,,,,,0,0,0,0,,0,0,0,,,,,,,,,0,,,0,0,0,,0,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DR,DO,Average Typical Sunday,,,,,,0,0,0,0,,0,0,0,,,,,,,,,0,,,0,0,0,,0,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DR,DO,Annual Total,,,1,5,,,"6,487","2,588","3,899",,604,283,321,0,0,,,,,,,989,989,0,"5,469",,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DR,PT,Average Typical Weekday,4:30 AM,12:00 AM,,,,80,"11,540","10,297","1,243",,795,677,118,,,,,,,,,"1,201",,,"10,882",260,0,,0,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DR,PT,Average Typical Saturday,4:30 AM,12:00 AM,,,,44,"5,861","5,234",627,,400,338,62,,,,,,,,,565,,,"5,039",52,0,,0,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DR,PT,Average Typical Sunday,4:45 AM,12:00 AM,,,,40,"5,062","4,459",603,,345,289,56,,,,,,,,,451,,,"4,077",53,0,,0,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DR,PT,Annual Total,,,86,103,,,"3,573,595","3,195,010","378,585",,"245,918","209,029","36,889",,,,,,,,,"365,420","350,487",0,"3,307,444",,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DT,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DT,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DT,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DT,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DT,PT,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DT,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DT,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,DT,PT,Annual Total,,,61,61,,,,"2,202,454",,,,"148,070",,,,,,,,,,"257,739","237,300",0,"2,517,108",365,0,,0,,,
40018,Transit Authority of River City,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,6:30 AM,8:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,8:30 AM,3:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,3:30 PM,6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,MB,DO,Average Typical Weekday,3:26 AM,1:06 AM,,,,172,"25,889","22,955","2,934","22,920","1,989","1,854",135,,,,,,,,,"36,141",,,"152,875",254,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,MB,DO,Average Typical Saturday,3:25 AM,12:51 AM,,,,68,"12,499","11,379","1,120","11,363",949,885,64,,,,,,,,,"16,351",,,"69,490",52,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,MB,DO,Average Typical Sunday,5:11 AM,12:51 AM,,,,54,"11,136","10,073","1,063","10,050",830,780,50,,,,,,,,,"10,224",,,"47,642",59,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,MB,DO,Annual Total,,,180,225,,,"7,882,671","7,011,837","870,834","7,014,576","603,544","562,534","41,010","1,474",0,,,,,,,"10,762,743",,,"45,741,658",,,,,,,"1,523.4"
40018,Transit Authority of River City,Full Reporter,,Urban,MB,PT,Average Weekday - AM Peak,6:30 AM,8:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,MB,PT,Average Weekday - Midday,8:30 AM,3:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,MB,PT,Average Weekday - PM Peak,3:30 PM,6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,,Urban,MB,PT,Average Typical Weekday,6:00 AM,10:10 PM,,,,2,211,172,39,146,27,23,4,,,,,,,,,283,,,797,248,0,,0,,,
40018,Transit Authority of River City,Full Reporter,,Urban,MB,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
40018,Transit Authority of River City,Full Reporter,,Urban,MB,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
40018,Transit Authority of River City,Full Reporter,,Urban,MB,PT,Annual Total,,,2,6,,,"52,307","42,712","9,595","36,235","6,583","5,813",770,,,,,,,,,"70,093",,,"197,662",,,,,,,12.8
40019,Transit Authority of Northern Kentucky,Full Reporter,,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,,Urban,DR,DO,Average Typical Weekday,4:30 AM,11:50 PM,,,,26,"4,015","3,377",638,,251,200,51,,,,,,,,,339,,,"3,143",255,0,,0,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,,Urban,DR,DO,Average Typical Saturday,5:00 AM,11:30 PM,,,,7,928,798,130,,54,46,8,,,,,,,,,60,,,656,52,0,,0,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,,Urban,DR,DO,Average Typical Sunday,5:40 AM,11:30 PM,,,,5,755,671,84,,42,35,7,,,,,,,,,47,,,562,58,0,,0,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,,Urban,DR,DO,Annual Total,,,26,33,,,"1,115,789","941,548","174,241",,"69,190","55,299","13,891",0,0,,,,,,,"92,377","92,377",0,"868,214",,,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:00 AM,3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,3:00 PM,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,,Urban,MB,DO,Average Typical Weekday,4:11 AM,1:07 AM,,,,96,"12,493","10,121","2,372","10,494",815,699,116,,,,,,,,,"10,221",,,"72,522",253,0,,0,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,,Urban,MB,DO,Average Typical Saturday,4:47 AM,12:58 AM,,,,33,"5,647","4,334","1,313","4,494",371,343,28,,,,,,,,,"2,967",,,"19,661",51,0,,0,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,,Urban,MB,DO,Average Typical Sunday,4:36 AM,12:56 AM,,,,28,"4,351","3,855",496,"3,997",324,297,27,,,,,,,,,"2,834",,,"18,702",61,0,,0,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,,Urban,MB,DO,Annual Total,,,96,109,,,"3,713,882","3,027,925","685,957","3,127,993","245,878","212,534","33,344",0,"2,776",,,,,,,"2,910,241",,,"20,492,439",,,,,,,425.0
40020,City of Owensboro,Reduced Reporter,,Urban,MB,DO,Annual Total,,,9,,,,,"371,399",,,,"27,588",,,,,,,,,,"295,210",,,,,,,,,,
40021,City of Albany ,Full Reporter,,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40021,City of Albany ,Full Reporter,,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40021,City of Albany ,Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40021,City of Albany ,Full Reporter,,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40021,City of Albany ,Full Reporter,,Urban,DR,DO,Average Typical Weekday,5:21 AM,6:46 PM,,,,3,485,456,29,,37,36,1,,,,,,,,,71,,,465,251,,,3,Hurricane Michael,,
40021,City of Albany ,Full Reporter,,Urban,DR,DO,Average Typical Saturday,5:21 AM,6:46 PM,,,,1,167,152,15,,15,14,1,,,,,,,,,27,,,157,51,,,1,Hurricane Michael,,
40021,City of Albany ,Full Reporter,,Urban,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40021,City of Albany ,Full Reporter,,Urban,DR,DO,Annual Total,,,5,8,,,"130,369","122,323","8,046",,"10,299","9,804",495,,,,,,,,,"19,286","19,286",0,"124,722",,,,,,,
40021,City of Albany ,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,4:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40021,City of Albany ,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40021,City of Albany ,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,,9:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40021,City of Albany ,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40021,City of Albany ,Full Reporter,,Urban,MB,DO,Average Typical Weekday,4:59 AM,9:01 PM,,,,10,"2,181","2,148",33,"2,365",127,125,2,,,,,,,,,"2,770",,,"14,826",251,,,3,Hurricane,,
40021,City of Albany ,Full Reporter,,Urban,MB,DO,Average Typical Saturday,5:53 AM,8:13 PM,,,,9,"1,738","1,715",23,"1,794",100,99,1,,,,,,,,,"1,222",,,"7,120",51,,,1,Hurricane Michael,,
40021,City of Albany ,Full Reporter,,Urban,MB,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40021,City of Albany ,Full Reporter,,Urban,MB,DO,Annual Total,,,13,17,,,"634,119","624,572","9,547","682,744","36,912","36,323",589,,,,,,,,,"754,471",,,"3,985,711",,,,,,,159.0
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Weekday,3:45 AM,2:00 AM,,,,160,"29,316","23,836","5,480",,"1,820","1,515",305,,,,,,,,,"2,683",,,"34,913",250,0,,0,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Saturday,3:45 AM,2:00 AM,,,,78,"14,990","12,038","2,952",,991,785,206,,,,,,,,,"1,249",,,"14,713",56,0,,0,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Sunday,3:45 AM,12:00 AM,,,,71,"14,047","10,856","3,191",,828,657,171,,,,,,,,,"1,017",,,"13,929",59,0,,0,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,DR,PT,Annual Total,,,169,211,,,"8,997,269","7,273,741","1,723,528",,"559,454","461,382","98,072",0,0,,,,,,,"808,882","808,882",0,"10,373,972",,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,HR,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,39,212,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,HR,DO,Average Weekday - Midday,9:00 AM,3:00 PM,,,39,210,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,HR,DO,Average Weekday - PM Peak,3:00 PM,7:00 PM,,,39,212,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,HR,DO,Average Weekday - Other,,,,,22,116,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,HR,DO,Average Typical Weekday,4:41 AM,2:08 AM,,,39,212,"73,675","70,848","2,827","70,931","2,730","2,642",88,,,"12,921","12,581",340,487,471,16,"208,664",,,"1,453,647",253,0,,0,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,HR,DO,Average Typical Saturday,5:50 AM,1:55 AM,,,37,212,"42,489","41,232","1,257","41,932","1,642","1,592",50,,,"7,317","7,166",151,294,285,9,"121,458",,,"787,524",54,0,,0,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,HR,DO,Average Typical Sunday,5:50 AM,1:55 AM,,,37,212,"41,878","40,649","1,229","40,928","1,618","1,570",48,,,"7,164","7,016",148,290,281,9,"101,150",,,"684,901",58,0,,0,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,HR,DO,Annual Total,,,212,316,,,"23,357,404","22,511,413","845,991","22,570,506","873,409","845,478","27,931",,,"4,077,748","3,975,458","102,290","155,952","150,987","4,965","65,217,325",,,"450,023,139",,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:00 AM,3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,3:00 PM,7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Weekday,4:23 AM,1:39 AM,,,,448,"94,822","82,730","12,092","84,298","7,241","6,738",503,,,,,,,,,"163,478",,,"765,077",250,0,,0,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Saturday,5:00 AM,1:31 AM,,,,259,"72,120","66,052","6,068","67,304","5,533","5,257",276,,,,,,,,,"102,332",,,"477,890",56,0,,0,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Sunday,5:05 AM,1:23 AM,,,,229,"69,936","63,670","6,266","64,877","5,391","5,120",271,,,,,,,,,"82,164",,,"433,004",59,0,,0,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,MB,DO,Annual Total,,,448,559,,,"31,849,723","28,121,795","3,727,928","28,697,784","2,435,750","2,278,566","157,184",395,0,,,,,,,"51,447,770",,,"243,578,326",,,,,,,"1,775.2"
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,SR,DO,Average Weekday - AM Peak,6:00 AM,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,SR,DO,Average Weekday - Midday,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,SR,DO,Average Weekday - PM Peak,,11:00 PM,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,SR,DO,Average Weekday - Other,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,SR,DO,Average Typical Weekday,6:00 AM,11:00 PM,,,2,2,178,176,2,178,36,35,1,,,178,176,2,36,35,1,732,,,573,251,0,,0,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,SR,DO,Average Typical Saturday,6:00 AM,1:00 AM,,,2,2,147,145,2,147,29,28,1,,,147,145,2,29,28,1,"1,148",,,767,54,0,,0,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,SR,DO,Average Typical Sunday,9:00 AM,11:00 PM,,,2,2,131,129,2,131,26,25,1,,,131,129,2,26,25,1,639,,,481,60,0,,0,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,,Urban,SR,DO,Annual Total,,,2,4,,,"60,661","60,510",151,"60,661","12,080","12,005",75,,,"60,661","60,510",151,"12,080","12,005",75,"285,077",,,"214,087",,,,,,,
40023,Augusta Richmond County Transit Department,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40023,Augusta Richmond County Transit Department,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40023,Augusta Richmond County Transit Department,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40023,Augusta Richmond County Transit Department,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40023,Augusta Richmond County Transit Department,Full Reporter,,Urban,DR,PT,Average Typical Weekday,6:00 AM,8:30 PM,,,,7,699,631,68,,54,48,6,,,,,,,,,100,,,547,254,,,,,,
40023,Augusta Richmond County Transit Department,Full Reporter,,Urban,DR,PT,Average Typical Saturday,6:20 AM,8:20 PM,,,,4,297,231,66,,34,31,3,,,,,,,,,59,,,189,52,,,,,,
40023,Augusta Richmond County Transit Department,Full Reporter,,Urban,DR,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40023,Augusta Richmond County Transit Department,Full Reporter,,Urban,DR,PT,Annual Total,,,7,8,,,"192,920","172,300","20,620",,"15,393","13,853","1,540",,,,,,,,,"28,422","28,422",0,"148,738",,,,,,,
