NTD_ID,Agency Name,Reporter Type,Subrecipient Type,Reporting Module,Mode,TOS,Time Period,Time Service Begins,Time Service Ends,Vehicles/Passenger Cars Operated in Maximum Service,Vehicles/Passenger Cars Available for Maximum Service,Trains in Operation,Vehicles/Passenger Cars in Operation,Actual Vehicle/Passenger Car Miles,Actual Vehicle/Passenger Car Revenue Miles,Actual Vehicle/Passenger Car Deadhead Miles,Scheduled Actual Vehicle/Passenger Car Revenue Miles,Actual Vehicle/Passenger Car Hours,Actual Vehicle/Passenger Car Revenue Hours,Actual Vehicle/Passenger Car Deadhead Hours,Charter Service Hours,School Bus Hours,Train Miles,Train Revenue Miles,Train Deadhead Miles,Train Hours,Train Revenue Hours,Train Deadhead Hours,Unlinked Passenger Trips (UPT),ADA UPT,Sponsored Service UPT,Passenger Miles,Days of Service Operated,Days Not Operated Due to Strikes,Strike Comment,Days Not Operated Due to Emergencies,Emergency Comment,Non-Statutory Mixed Traffic,DRM Mixed Traffic ROW
00001,King County Department of Metro Transit,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,DR,PT,Average Typical Weekday,12:00 AM,12:00 AM,,,,327,"33,726","28,450","5,276",,"2,275","1,976",299,,,,,,,,,"2,994",,,"30,307",255,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,DR,PT,Average Typical Saturday,12:00 AM,12:00 AM,,,,167,"15,749","13,160","2,589",,"2,399","2,072",327,,,,,,,,,"1,283",,,"11,666",52,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,DR,PT,Average Typical Sunday,12:00 AM,12:00 AM,,,,125,"11,932","9,873","2,059",,"1,815","1,560",255,,,,,,,,,993,,,"9,535",58,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,DR,PT,Annual Total,,,327,490,,,"10,111,164","8,511,613","1,599,551",,"810,225","702,176","108,049",,,,,,,,,"887,915","887,915",,"8,887,848",,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,DT,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,DT,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,DT,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,DT,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,DT,PT,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,DT,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,DT,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,DT,PT,Annual Total,,,89,89,,,,"2,052,404",,,,"67,214",,,,,,,,,,"177,791","177,791",,"2,398,907",365,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,FB,DO,Average Weekday - AM Peak,5:30 AM,9:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,FB,DO,Average Weekday - Midday,9:15 AM,3:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,FB,DO,Average Weekday - PM Peak,3:15 PM,7:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,FB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,FB,DO,Average Typical Weekday,5:30 AM,7:30 PM,,,,2,197,197,0,199,21,21,0,,,,,,,,,"2,445",,,"13,171",248,0,,0,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,FB,DO,Average Typical Saturday,8:30 AM,11:30 PM,,,,1,68,68,0,68,15,15,0,,,,,,,,,"1,715",,,"3,663",30,0,,0,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,FB,DO,Average Typical Sunday,8:30 AM,8:30 PM,,,,1,49,49,0,49,12,12,0,,,,,,,,,"1,371",,,"2,743",32,0,,0,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,FB,DO,Annual Total,,,3,3,,,"52,362","52,362",0,"52,876","6,017","6,017",0,0,,,,,,,,"701,608",,,"3,464,136",,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,5:00 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:00 AM,3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,3:00 PM,7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,MB,DO,Average Typical Weekday,12:00 AM,12:00 AM,,,,986,"144,767","110,638","34,129","109,271","11,661","9,810","1,851",,,,,,,,,"331,475",,,"1,584,198",255,0,,0,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,MB,DO,Average Typical Saturday,12:00 AM,12:00 AM,,,,380,"81,317","71,979","9,338","64,175","7,405","6,806",599,,,,,,,,,"196,756",,,"707,861",52,0,,0,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,MB,DO,Average Typical Sunday,12:00 AM,12:00 AM,,,,316,"69,019","60,846","8,173","54,569","6,226","5,722",504,,,,,,,,,"151,209",,,"559,466",58,0,,0,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,MB,DO,Annual Total,,,986,"1,353",,,"45,147,292","35,407,340","9,739,952","34,366,248","3,719,681","3,180,859","538,822",508,0,,,,,,,"103,527,532",,,"473,228,334",,,,,,,"1,766.0"
00001,King County Department of Metro Transit,Full Reporter,,Urban,MB,PT,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,MB,PT,Average Weekday - Midday,9:00 AM,3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,MB,PT,Average Weekday - PM Peak,3:00 PM,7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,MB,PT,Average Typical Weekday,4:45 AM,9:41 PM,,,,29,"4,455","3,802",653,"3,834",316,289,27,,,,,,,,,"2,953",,,"11,659",255,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,MB,PT,Average Typical Saturday,8:20 AM,9:02 PM,,,,13,"1,517","1,318",199,"1,318",127,120,7,,,,,,,,,"1,198",,,"3,582",52,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,MB,PT,Average Typical Sunday,10:02 AM,6:19 PM,,,,4,430,358,72,358,32,30,2,,,,,,,,,336,,,"1,038",58,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,MB,PT,Annual Total,,,29,41,,,"1,239,819","1,058,834","180,985","1,066,956","88,985","81,746","7,239",,,,,,,,,"834,720",,,"3,219,577",,,,,,,175.0
00001,King County Department of Metro Transit,Full Reporter,,Urban,SR,DO,Average Weekday - AM Peak,5:55 AM,9:57 AM,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,SR,DO,Average Weekday - Midday,9:57 AM,2:55 PM,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,SR,DO,Average Weekday - PM Peak,2:55 PM,7:23 PM,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,SR,DO,Average Weekday - Other,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,SR,DO,Average Typical Weekday,4:32 AM,1:42 AM,,,10,10,644,633,11,684,137,133,4,,,644,633,11,137,133,4,"6,067",,,"6,483",255,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,SR,DO,Average Typical Saturday,4:32 AM,1:42 AM,,,6,6,582,574,8,598,118,115,3,,,582,574,8,118,115,3,"3,786",,,"4,530",52,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,SR,DO,Average Typical Sunday,9:27 AM,10:57 PM,,,5,5,252,246,6,255,51,49,2,,,252,246,6,51,49,2,"2,058",,,"2,399",58,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,SR,DO,Annual Total,,,10,10,,,"209,216","205,470","3,746","220,301","44,019","42,762","1,257",,,"209,216","205,470","3,746","44,019","42,762","1,257","1,863,409",,,"2,027,877",,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,TB,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,TB,DO,Average Weekday - Midday,9:00 AM,3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,TB,DO,Average Weekday - PM Peak,3:00 PM,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,TB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,TB,DO,Average Typical Weekday,12:00 AM,12:00 AM,,,,140,"10,730","10,073",657,"10,908","1,708","1,627",81,,,,,,,,,"68,115",,,"126,272",255,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,TB,DO,Average Typical Saturday,12:00 AM,12:00 AM,,,,82,416,399,17,"8,216",59,58,1,,,,,,,,,59,,,112,52,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,TB,DO,Average Typical Sunday,12:00 AM,12:00 AM,,,,66,335,321,14,"6,611",47,45,2,,,,,,,,,18,,,35,58,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,TB,DO,Annual Total,,,140,174,,,"2,777,247","2,607,942","169,305","3,592,260","441,433","421,313","20,120",0,0,,,,,,,"17,373,451",,,"32,207,119",,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,VP,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,VP,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,VP,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,VP,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,VP,DO,Average Typical Weekday,,,,,,"1,649","57,090","57,090",0,,"2,062","2,062",0,,,,,,,,,"12,862",,,"240,340",255,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,VP,DO,Average Typical Saturday,,,,,,38,944,944,0,,34,34,0,,,,,,,,,213,,,"3,799",52,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,VP,DO,Average Typical Sunday,,,,,,38,708,708,0,,26,26,0,,,,,,,,,159,,,"2,764",58,,,,,,
00001,King County Department of Metro Transit,Full Reporter,,Urban,VP,DO,Annual Total,,,"1,649","1,894",,,"14,648,137","14,648,137",0,,"528,947","528,947",0,,,,,,,,,"3,300,186",,,"61,644,511",,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,DR,DO,Average Typical Weekday,4:55 AM,12:35 AM,,,,56,"5,379","4,919",460,,355,330,25,,,,,,,,,913,,,"7,700",254,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,DR,DO,Average Typical Saturday,5:25 AM,12:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,DR,DO,Average Typical Sunday,7:05 AM,9:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,DR,DO,Annual Total,,,56,75,,,"1,366,267","1,249,424","116,843",,"90,221","83,811","6,410",,,,,,,,,"231,791","231,791",,"1,955,913",,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Weekday,4:55 AM,12:23 AM,,,,46,"3,505","3,095",410,,229,208,21,,,,,,,,,606,,,"6,106",254,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Saturday,5:25 AM,12:35 AM,,,,34,"3,830","3,385",445,,249,227,22,,,,,,,,,520,,,"4,249",52,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Sunday,7:05 AM,9:15 PM,,,,36,"3,524","3,086",438,,214,195,19,,,,,,,,,482,,,"4,157",59,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,DR,PT,Annual Total,,,46,56,,,"1,297,038","1,144,223","152,815",,"83,702","76,072","7,630",0,0,,,,,,,"209,306","209,306",,"2,017,042",,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,4:30 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:00 AM,3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,3:00 PM,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Weekday,4:30 AM,12:40 AM,,,,117,"22,275","20,391","1,884","20,403","1,559","1,472",87,,,,,,,,,"33,776",,,"137,131",254,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Saturday,4:50 AM,12:40 AM,,,,53,"11,248","10,493",755,"10,496",825,793,32,,,,,,,,,"15,656",,,"61,058",52,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Sunday,6:50 AM,8:30 PM,,,,42,"7,368","6,668",700,"6,670",521,493,28,,,,,,,,,"9,744",,,"38,976",59,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,MB,DO,Annual Total,,,124,147,,,"6,677,437","6,118,526","558,911","6,121,602","469,578","444,299","25,279",0,0,,,,,,,"9,971,798",,,"40,305,783",,,,,,,806.8
00002,Spokane Transit Authority,Full Reporter,,Urban,VP,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,VP,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,VP,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,VP,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,VP,DO,Average Typical Weekday,4:16 AM,11:30 PM,,,,63,"3,532","3,532",0,,107,107,0,,,,,,,,,594,,,"15,836",254,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,VP,DO,Average Typical Saturday,4:30 AM,11:30 PM,,,,5,305,305,0,,9,9,0,,,,,,,,,39,,,869,52,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,VP,DO,Average Typical Sunday,4:52 AM,10:26 PM,,,,5,288,288,0,,9,9,0,,,,,,,,,40,,,818,59,,,,,,
00002,Spokane Transit Authority,Full Reporter,,Urban,VP,DO,Annual Total,,,80,116,,,"929,850","929,850",0,,"28,093","28,093",0,0,0,,,,,,,"155,262",,,"4,115,706",,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,DO,Average Typical Weekday,3:45 AM,11:59 PM,,,,29,"2,245","1,984",261,,164,147,17,,,,,,,,,333,,,"2,404",255,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,DO,Average Typical Saturday,,,,,,0,0,0,0,,0,0,0,,,,,,,,,0,,,0,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,DO,Average Typical Sunday,,,,,,0,0,0,0,,0,0,0,,,,,,,,,0,,,0,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,DO,Annual Total,,,29,32,,,"572,522","505,823","66,699",,"41,748","37,538","4,210",0,0,,,,,,,"84,997","84,997",,"612,901",,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,PT,Average Typical Weekday,3:45 AM,11:59 PM,,,,56,"5,555","4,827",728,,388,343,45,,,,,,,,,662,,,"5,316",255,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,PT,Average Typical Saturday,5:45 AM,11:59 PM,,,,38,"3,247","2,822",425,,221,197,24,,,,,,,,,366,,,"2,802",52,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,PT,Average Typical Sunday,6:15 AM,11:59 PM,,,,38,"2,662","2,244",418,,185,160,25,,,,,,,,,310,,,"2,391",58,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,PT,Annual Total,,,56,67,,,"1,739,826","1,507,732","232,094",,"120,985","107,005","13,980",0,0,,,,,,,"206,145","206,145",0,"1,600,025",,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:00 AM,2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,2:00 PM,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,MB,DO,Average Typical Weekday,3:33 AM,12:07 AM,,,,118,"19,050","16,300","2,750","16,322","1,597","1,444",153,,,,,,,,,"27,737",,,"125,557",255,0,,0,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,MB,DO,Average Typical Saturday,5:28 AM,12:23 AM,,,,75,"10,256","8,979","1,277","8,985",901,814,87,,,,,,,,,"13,972",,,"57,878",52,0,,0,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,MB,DO,Average Typical Sunday,5:58 AM,11:26 PM,,,,58,"7,281","6,301",980,"6,305",602,544,58,,,,,,,,,"8,996",,,"39,562",58,0,,0,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,MB,DO,Annual Total,,,119,143,,,"5,847,190","5,019,818","827,372","4,995,080","491,882","444,082","47,800",0,0,,,,,,,"8,376,891",,,"36,612,409",,,,,,,535.0
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,VP,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,VP,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,VP,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,VP,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,VP,DO,Average Typical Weekday,2:25 AM,11:40 PM,,,,307,"15,815","15,815",0,,475,475,0,,,,,,,,,"2,818",,,"79,817",255,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,VP,DO,Average Typical Saturday,2:25 AM,10:21 PM,,,,12,"3,521","3,521",0,,106,106,0,,,,,,,,,125,,,"3,527",52,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,VP,DO,Average Typical Sunday,2:28 AM,9:58 PM,,,,12,"4,197","4,197",0,,126,126,0,,,,,,,,,149,,,"4,207",58,,,,,,
00003,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,VP,DO,Annual Total,,,314,362,,,"4,529,043","4,529,043",0,,"135,978","135,978",0,0,0,,,,,,,"740,207",,,"21,234,316",,,,,,,
00004,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,,Tribe,FB,DO,Annual Total,,,1,,,,,"24,009",,,,"5,309",,,,,,,,,,"149,349",,,,,,,,,,
00004,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,,Tribe,MB,DO,Annual Total,,,3,,,,,"89,799",,,,"3,708",,,,,,,,,,"5,107",,,,,,,,,,
00005,City of Everett,Full Reporter,,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00005,City of Everett,Full Reporter,,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00005,City of Everett,Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00005,City of Everett,Full Reporter,,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00005,City of Everett,Full Reporter,,Urban,DR,DO,Average Typical Weekday,4:20 AM,11:13 PM,,,,22,"2,031","1,828",203,,174,160,14,,,,,,,,,406,,,"2,216",254,0,,0,,,
00005,City of Everett,Full Reporter,,Urban,DR,DO,Average Typical Saturday,7:00 AM,9:55 PM,,,,10,903,814,89,,71,66,5,,,,,,,,,178,,,843,52,0,,0,,,
00005,City of Everett,Full Reporter,,Urban,DR,DO,Average Typical Sunday,7:00 AM,9:42 PM,,,,12,"1,076",937,139,,88,81,7,,,,,,,,,217,,,983,59,0,,0,,,
00005,City of Everett,Full Reporter,,Urban,DR,DO,Annual Total,,,22,26,,,"626,387","561,821","64,566",,"53,086","48,955","4,131",0,0,,,,,,,"125,102","111,369",0,"664,754",,,,,,,
00005,City of Everett,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,9:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00005,City of Everett,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:45 AM,2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00005,City of Everett,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,2:00 PM,6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00005,City of Everett,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00005,City of Everett,Full Reporter,,Urban,MB,DO,Average Typical Weekday,4:16 AM,11:23 PM,,,,31,"4,481","3,885",596,"3,888",366,339,27,,,,,,,,,"5,337",,,"20,255",254,,,,,,
